ID, VALUE_EN, VALUE_RU, VALUE_UK
"141727","1/11","","1/11"
"141728","2/12","","2/12"
"141729","2A","","2А"
"141730","3","","3"
"141731","3A","","3А"
"141732","4","","4"
"141733","5","","5"
"141734","5A","","5А"
"141735","6","","6"
"141736","6A","","6А"
"141737","7","","7"
"141738","7A","","7А"
"141739","7B","","7Б"
"141740","7V","","7В"
"141741","8","","8"
"141742","9","","9"
"141743","9A","","9А"
"141744","9B","","9Б"
"141745","10","","10"
"141746","10A","","10А"
"141747","10B","","10Б"
"141748","11","","11"
"141749","11A","","11А"
"141750","12","","12"
"141751","13","","13"
"141752","14","","14"
"141753","14A","","14А"
"141754","14B","","14Б"
"141755","14V","","14В"
"141756","15","","15"
"141757","16","","16"
"141758","18","","18"
"141759","18A","","18А"
"141760","20","","20"
"141761","2-6/32","","2-6/32"
"141762","Urkivs'ka vul.","","Юрківська вул."
"141763","6/32","","6/32"
"141764","8/12","","8/12"
"141765","12/59","","12/59"
"141766","18","","18"
"141767","25","","25"
"141768","28","","28"
"141769","34A","","34А"
"141770","34B","","34Б"
"141771","36/10","","36/10"
"141772","37/3","","37/3"
"141773","40","","40"
"141774","42","","42"
"141775","42A","","42А"
"141776","54","","54"
"141777","57","","57"
"141778","1","","1"
"141779","YAblons'koi Tetyani vul.","","Яблонської Тетяни вул."
"141780","2","","2"
"141781","4","","4"
"141782","6","","6"
"141783","18","","18"
"141784","20","","20"
"141785","24","","24"
"141786","1","","1"
"141787","YAblochkova vul.","","Яблочкова вул."
"141788","2","","2"
"141789","3","","3"
"141790","4","","4"
"141791","5","","5"
"141792","6","","6"
"141793","8","","8"
"141794","9","","9"
"141795","10","","10"
"141796","11","","11"
"141797","12","","12"
"141798","13","","13"
"141799","14","","14"
"141800","15","","15"
"141801","16","","16"
"141802","18","","18"
"141803","20","","20"
"141804","YAblochkova prov.","","Яблочкова пров."
"141805","2/5","","2/5"
"141806","YAbluneva vul.","","Яблунева вул."
"141807","3","","3"
"141808","3A","","3А"
"141809","4","","4"
"141810","5","","5"
"141811","6","","6"
"141812","7","","7"
"141813","8/2","","8/2"
"141814","9","","9"
"141815","9A","","9А"
"141816","11","","11"
"141817","12","","12"
"141818","13","","13"
"141819","14","","14"
"141820","15","","15"
"141821","16","","16"
"141822","17","","17"
"141823","18","","18"
"141824","19","","19"
"141825","19A","","19А"
"141826","21","","21"
"141827","22","","22"
"141828","23","","23"
"141829","24","","24"
"141830","24A","","24А"
"141831","25","","25"
"141832","25A","","25А"
"141833","26","","26"
"141834","27","","27"
"141835","29/26","","29/26"
"141836","30","","30"
"141837","32","","32"
"141838","34/23","","34/23"
"141839","36","","36"
"141840","38","","38"
"141841","40","","40"
"141842","41","","41"
"141843","1/10","","1/10"
"141844","YAblunevii prov.","","Яблуневий пров."
"141845","3","","3"
"141846","4","","4"
"141847","5","","5"
"141848","7","","7"
"141849","9","","9"
"141850","1/26","","1/26"
"141851","YAgidna vul.","","Ягідна вул."
"141852","2","","2"
"141853","3","","3"
"141854","5","","5"
"141855","6","","6"
"141856","7","","7"
"141857","9","","9"
"141858","10","","10"
"141859","14","","14"
"141860","16","","16"
"141861","18","","18"
"141862","20","","20"
"141863","22/37","","22/37"
"141864","24","","24"
"141865","26","","26"
"141866","28","","28"
"141867","30","","30"
"141868","30A","","30А"
"141869","30B","","30Б"
"141870","32","","32"
"141871","32A","","32А"
"141872","34","","34"
"141873","34B","","34Б"
"141874","36","","36"
"141875","38/2","","38/2"
"141876","40","","40"
"141877","42","","42"
"141878","44","","44"
"141879","46","","46"
"141880","48","","48"
"141881","48A","","48А"
"141882","50","","50"
"141883","52","","52"
"141884","54","","54"
"141885","56","","56"
"141886","58","","58"
"141887","1","","1"
"141888","YAgidnii prov.","","Ягідний пров."
"141889","2","","2"
"141890","4","","4"
"141891","5","","5"
"141892","2","","2"
"141893","YAgotins'ka vul.","","Яготинська вул."
"141894","3","","3"
"141895","4/10","","4/10"
"141896","5","","5"
"141897","6/11","","6/11"
"141898","7/8","","7/8"
"141899","8","","8"
"141900","9/9","","9/9"
"141901","10","","10"
"141902","11","","11"
"141903","12/2","","12/2"
"141904","13","","13"
"141905","13A","","13А"
"141906","13B","","13Б"
"141907","17","","17"
"141908","2/6","","2/6"
"141909","YAkira vul.","","Якіра вул."
"141910","8","","8"
"141911","10","","10"
"141912","10A","","10А"
"141913","12/42","","12/42"
"141914","13","","13"
"141915","13b","","13б"
"141916","14","","14"
"141917","14A","","14А"
"141918","16","","16"
"141919","16/18","","16/18"
"141920","17A","","17А"
"141921","18","","18"
"141922","19","","19"
"141923","19A","","19А"
"141924","19B","","19Б"
"141925","20/2","","20/2"
"141926","20A","","20А"
"141927","21","","21"
"141928","21A","","21А"
"141929","1","","1"
"141930","YAkubovs'kogo Marshala vul.","","Якубовського Маршала вул."
"141931","1/10","","1/10"
"141932","1A","","1А"
"141933","1B","","1Б"
"141934","2","","2"
"141935","2A","","2А"
"141936","2B","","2Б"
"141937","2V","","2В"
"141938","3","","3"
"141939","4","","4"
"141940","5","","5"
"141941","6","","6"
"141942","7","","7"
"141943","7A","","7А"
"141944","7B","","7Б"
"141945","7G","","7Г"
"141946","7D","","7Д"
"141947","8","","8"
"141948","9","","9"
"141949","11","","11"
"141950","3","","3"
"141951","YAkuts'ka vul.","","Якутська вул."
"141952","5","","5"
"141953","6","","6"
"141954","6A","","6А"
"141955","7","","7"
"141956","7A","","7А"
"141957","8","","8"
"141958","9","","9"
"141959","10","","10"
"141960","12","","12"
"141961","14","","14"
"141962","15","","15"
"141963","19","","19"
"141964","21","","21"
"141965","23","","23"
"141966","28","","28"
"141967","2A","","2А"
"141968","YAlinkova vul.","","Ялинкова вул."
"141969","2B","","2Б"
"141970","2ZH","","2Ж"
"141971","2Z","","2З"
"141972","2I","","2И"
"141973","2K","","2К"
"141974","2L","","2Л"
"141975","4","","4"
"141976","4A","","4А"
"141977","4B","","4Б"
"141978","4V","","4В"
"141979","4G","","4Г"
"141980","8","","8"
"141981","8A","","8А"
"141982","10","","10"
"141983","12","","12"
"141984","12A","","12А"
"141985","14","","14"
"141986","16","","16"
"141987","18","","18"
"141988","18A","","18А"
"141989","22","","22"
"141990","24/15","","24/15"
"141991","34","","34"
"141992","34A","","34А"
"141993","36/12","","36/12"
"141994","38/24","","38/24"
"141995","40","","40"
"141996","44/48","","44/48"
"141997","50","","50"
"141998","50A","","50А"
"141999","52","","52"
"142000","54","","54"
"142001","56","","56"
"142002","58","","58"
"142003","58/60","","58/60"
"142004","60/1","","60/1"
"142005","3","","3"
"142006","YAlinkovii prov.","","Ялинковий пров."
"142007","3A","","3А"
"142008","5","","5"
"142009","7/25","","7/25"
"142010","11","","11"
"142011","28","","28"
"142012","30","","30"
"142013","30A","","30А"
"142014","32","","32"
"142015","34/54","","34/54"
"142016","34A","","34А"
"142017","35","","35"
"142018","38","","38"
"142019","40","","40"
"142020","5","","5"
"142021","YAltins'ka vul.","","Ялтинська вул."
"142022","5A","","5А"
"142023","5B","","5Б"
"142024","6","","6"
"142025","7","","7"
"142026","8","","8"
"142027","8/1","","8/1"
"142028","9A","","9А"
"142029","10","","10"
"142030","10/14","","10/14"
"142031","11","","11"
"142032","12/11","","12/11"
"142033","13","","13"
"142034","14","","14"
"142035","15","","15"
"142036","20/18","","20/18"
"142037","22","","22"
"142038","24/23","","24/23"
"142039","26/36","","26/36"
"142040","28/45","","28/45"
"142041","56","","56"
"142042","3/5","","3/5"
"142043","YAms'ka vul.","","Ямська вул."
"142044","6/31","","6/31"
"142045","8","","8"
"142046","8-10","","8-10"
"142047","13","","13"
"142048","14/16","","14/16"
"142049","18/20","","18/20"
"142050","22","","22"
"142051","25","","25"
"142052","28","","28"
"142053","29","","29"
"142054","32","","32"
"142055","33","","33"
"142056","34","","34"
"142057","35","","35"
"142058","36","","36"
"142059","36A","","36А"
"142060","37","","37"
"142061","40","","40"
"142062","41","","41"
"142063","42","","42"
"142064","43","","43"
"142065","44","","44"
"142066","44A","","44А"
"142067","46","","46"
"142068","48","","48"
"142069","50","","50"
"142070","52","","52"
"142071","54","","54"
"142072","56","","56"
"142073","58","","58"
"142074","59","","59"
"142075","60","","60"
"142076","66","","66"
"142077","68","","68"
"142078","70","","70"
"142079","72","","72"
"142080","72A","","72А"
"142081","1","","1"
"142082","YAna Vasilya vul.","","Яна Василя вул."
"142083","2","","2"
"142084","3/5","","3/5"
"142085","16","","16"
"142086","1/37","","1/37"
"142087","YAngelya Akademika vul.","","Янгеля Академіка вул."
"142088","2","","2"
"142089","2A","","2А"
"142090","4","","4"
"142091","5","","5"
"142092","7","","7"
"142093","9","","9"
"142094","12/2","","12/2"
"142095","14/1","","14/1"
"142096","16/2","","16/2"
"142097","18/20","","18/20"
"142098","22","","22"
"142099","1","","1"
"142100","YAntarna vul.","","Янтарна вул."
"142101","2","","2"
"142102","3","","3"
"142103","4","","4"
"142104","5","","5"
"142105","6","","6"
"142106","7/5","","7/5"
"142107","9","","9"
"142108","11","","11"
"142109","12","","12"
"142110","12A","","12А"
"142111","13","","13"
"142112","4","","4"
"142113","YArmoli Viktora vul.","","Ярмоли Віктора вул."
"142114","6/8","","6/8"
"142115","28/32","","28/32"
"142116","38","","38"
"142117","38A","","38А"
"142118","1","","1"
"142119","YAroslaviv Val vul.","","Ярославів Вал вул."
"142120","3","","3"
"142121","4","","4"
"142122","5","","5"
"142123","6","","6"
"142124","6A","","6А"
"142125","7","","7"
"142126","8","","8"
"142127","8B","","8Б"
"142128","9","","9"
"142129","10","","10"
"142130","10B","","10Б"
"142131","11","","11"
"142132","12","","12"
"142133","13","","13"
"142134","13/2B","","13/2Б"
"142135","13B","","13Б"
"142136","14","","14"
"142137","14A","","14А"
"142138","14B","","14Б"
"142139","14V","","14В"
"142140","14G","","14Г"
"142141","14D","","14Д"
"142142","14E","","14Е"
"142143","15","","15"
"142144","15A","","15А"
"142145","16","","16"
"142146","16B","","16Б"
"142147","17","","17"
"142148","17A","","17А"
"142149","17B","","17Б"
"142150","17V","","17В"
"142151","18","","18"
"142152","19","","19"
"142153","20","","20"
"142154","20A","","20А"
"142155","21","","21"
"142156","21A","","21А"
"142157","21G","","21Г"
"142158","21D","","21Д"
"142159","21E","","21Е"
"142160","21L","","21Л"
"142161","21P","","21П"
"142162","22","","22"
"142163","25","","25"
"142164","26","","26"
"142165","26B","","26Б"
"142166","26V","","26В"
"142167","27","","27"
"142168","28","","28"
"142169","29B","","29Б"
"142170","29V","","29В"
"142171","29G","","29Г"
"142172","29D","","29Д"
"142173","30","","30"
"142174","30/18","","30/18"
"142175","30A","","30А"
"142176","31","","31"
"142177","32","","32"
"142178","32A","","32А"
"142179","32B","","32Б"
"142180","33","","33"
"142181","33A","","33А"
"142182","33B","","33Б"
"142183","33V","","33В"
"142184","34","","34"
"142185","34A","","34А"
"142186","35","","35"
"142187","36","","36"
"142188","36A","","36А"
"142189","36E","","36Е"
"142190","37","","37"
"142191","38","","38"
"142192","40","","40"
"142193","YAroslava Mudrogo vul. (Petr.Borshagivka)","","Ярослава Мудрого вул. (Петр.Борщагівка)"
"142194","1","","1"
"142195","YAroslavs'ka vul.","","Ярославська вул."
"142196","1/3B","","1/3Б"
"142197","4","","4"
"142198","4B","","4Б"
"142199","5/2","","5/2"
"142200","6","","6"
"142201","8","","8"
"142202","10","","10"
"142203","10V","","10В"
"142204","10G","","10Г"
"142205","11","","11"
"142206","11V","","11В"
"142207","12","","12"
"142208","13B","","13Б"
"142209","15/23","","15/23"
"142210","17/22","","17/22"
"142211","19","","19"
"142212","20","","20"
"142213","21","","21"
"142214","21A","","21А"
"142215","22","","22"
"142216","24","","24"
"142217","26","","26"
"142218","28","","28"
"142219","28B","","28Б"
"142220","29","","29"
"142221","30","","30"
"142222","31","","31"
"142223","31B","","31Б"
"142224","32/33","","32/33"
"142225","32A","","32А"
"142226","33","","33"
"142227","35","","35"
"142228","35A","","35А"
"142229","39A","","39А"
"142230","39A/38","","39А/38"
"142231","39V","","39В"
"142232","39G","","39Г"
"142233","40","","40"
"142234","41","","41"
"142235","47","","47"
"142236","49","","49"
"142237","51","","51"
"142238","55","","55"
"142239","56A","","56А"
"142240","56B","","56Б"
"142241","57","","57"
"142242","58","","58"
"142243","1/3","","1/3"
"142244","YAroslavs'kii prov.","","Ярославський пров."
"142245","2","","2"
"142246","3","","3"
"142247","3A","","3А"
"142248","3B","","3Б"
"142249","4","","4"
"142250","7/9","","7/9"
"142251","2","","2"
"142252","YAsenevii prov.","","Ясеневий пров."
"142253","3","","3"
"142254","4","","4"
"142255","5","","5"
"142256","6","","6"
"142257","7","","7"
"142258","YAsinuvats'kii prov.","","Ясинуватський пров."
"142259","9","","9"
"142260","11","","11"
"142261","3","","3"
"142262","YAslins'ka vul.","","Яслинська вул."
"142263","6/4","","6/4"
"142264","7","","7"
"142265","8","","8"
"142266","10","","10"
"142267","11","","11"
"142268","13","","13"
"142269","15","","15"
"142270","17","","17"
"142271","1","","1"
"142272","YAsna vul.","","Ясна вул."
"142273","3","","3"
"142274","5","","5"
"142275","7","","7"
"142276","8","","8"
"142277","9","","9"
"142278","11","","11"
"142279","12","","12"
"142280","13","","13"
"142281","13/4","","13/4"
"142282","14","","14"
"142283","15","","15"
"142284","16","","16"
"142285","17","","17"
"142286","18","","18"
"142287","19","","19"
"142288","20","","20"
"142289","21","","21"
"142290","22","","22"
"142291","23","","23"
"142292","24","","24"
"142293","25","","25"
"142294","26","","26"
"142295","27","","27"
"142296","28","","28"
"142297","32","","32"
"142298","34","","34"
"142299","36","","36"
"142300","38","","38"
"142301","42","","42"
"142302","4","","4"
"142303","YAsnii prov.","","Ясний пров."
"142304","6","","6"
"142305","8","","8"
"142306","10","","10"
"142307","12","","12"
"142308","12A","","12А"
"142309","14","","14"
"142310","2","","2"
"142311","YAsnogirs'ka vul.","","Ясногірська вул."
"142312","4A","","4А"
"142313","8","","8"
"142314","9","","9"
"142315","9A","","9А"
"142316","10","","10"
"142317","11/6","","11/6"
"142318","12","","12"
"142319","13/5","","13/5"
"142320","14","","14"
"142321","15","","15"
"142322","16/7","","16/7"
"142323","17/4","","17/4"
"142324","18","","18"
"142325","18A","","18А"
"142326","20","","20"
"142327","21","","21"
"142328","22","","22"
"142329","23","","23"
"142330","23A","","23А"
"142331","24","","24"
"142332","26","","26"
"142333","27/2","","27/2"
"142334","28","","28"
"142335","28A","","28А"
"142336","29","","29"
"142337","31","","31"
"142338","31A","","31А"
"142339","33","","33"
"142340","35","","35"
"142341","36","","36"
"142342","39","","39"
"142343","45","","45"
"142344","47","","47"
"142345","49","","49"
"142346","51","","51"
"142347","1","","1"
